bucket,group_id,item_id,label,token_length
200–400,essay-AAAOPP13416000060230,essay-AAAOPP13416000060230_human_ai_polished_claude-3-5-sonnet-20241022,1,240
200–400,essay-AAAOPP13416000060230,essay-AAAOPP13416000060230_human_written,0,244
400–600,essay-AAAOPP13416000061560,essay-AAAOPP13416000061560_ai_generated_gpt-4o-2024-11-20,2,429
400–600,essay-AAAOPP13416000061560,essay-AAAOPP13416000061560_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,443
400–600,essay-AAAOPP13416000061560,essay-AAAOPP13416000061560_human_ai_polished_claude-3-5-sonnet-20241022,1,442
400–600,essay-AAAOPP13416000061560,essay-AAAOPP13416000061560_human_written,0,458
200–400,essay-AAAOPP13416000061794,essay-AAAOPP13416000061794_ai_generated_claude-3-5-sonnet-20241022,2,207
200–400,essay-AAAOPP13416000061794,essay-AAAOPP13416000061794_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,222
200–400,essay-AAAOPP13416000061794,essay-AAAOPP13416000061794_human_ai_polished_gpt-3.5-turbo,1,214
0–200,essay-AAAOPP13416000061794,essay-AAAOPP13416000061794_human_written,0,185
200–400,essay-AAAOPP13416000068618,essay-AAAOPP13416000068618_ai_generated_claude-3-5-sonnet-20241022,2,252
200–400,essay-AAAOPP13416000068618,essay-AAAOPP13416000068618_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,260
200–400,essay-AAAOPP13416000068618,essay-AAAOPP13416000068618_human_ai_polished_gpt-4o-2024-11-20,1,255
200–400,essay-AAAOPP13416000068618,essay-AAAOPP13416000068618_human_written,0,271
200–400,essay-AAAOPP13416000070758,essay-AAAOPP13416000070758_ai_generated_llama-3.3-70b-instruct,2,234
200–400,essay-AAAOPP13416000070758,essay-AAAOPP13416000070758_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,232
200–400,essay-AAAOPP13416000070758,essay-AAAOPP13416000070758_human_ai_polished_claude-3-5-sonnet-20241022,1,218
200–400,essay-AAAOPP13416000070758,essay-AAAOPP13416000070758_human_written,0,222
0–200,essay-AAAOPP13416000071142,essay-AAAOPP13416000071142_ai_generated_llama-3.3-70b-instruct,2,196
0–200,essay-AAAOPP13416000071142,essay-AAAOPP13416000071142_ai_generated_llama-3.3-70b-instruct_THEN_gemini-1.5-pro-002,2,192
200–400,essay-AAAOPP13416000071142,essay-AAAOPP13416000071142_human_ai_polished_claude-3-5-sonnet-20241022,1,201
0–200,essay-AAAOPP13416000071142,essay-AAAOPP13416000071142_human_written,0,197
200–400,essay-AAAOPP13416000071478,essay-AAAOPP13416000071478_ai_generated_gpt-4o-2024-11-20,2,388
400–600,essay-AAAOPP13416000071478,essay-AAAOPP13416000071478_ai_generated_gpt-4o-2024-11-20_THEN_gpt-4o-2024-11-20,2,497
400–600,essay-AAAOPP13416000071478,essay-AAAOPP13416000071478_human_ai_polished_gemini-1.5-pro-002,1,495
400–600,essay-AAAOPP13416000071478,essay-AAAOPP13416000071478_human_written,0,468
200–400,essay-AAAOPP13416000072200,essay-AAAOPP13416000072200_ai_generated_qwen2.5-72b-instruct,2,249
200–400,essay-AAAOPP13416000072200,essay-AAAOPP13416000072200_ai_humanized_tool,3,255
200–400,essay-AAAOPP13416000072200,essay-AAAOPP13416000072200_human_ai_polished_gemini-1.5-pro-002,1,245
200–400,essay-AAAOPP13416000072200,essay-AAAOPP13416000072200_human_written,0,270
200–400,essay-AAAOPP13416000072875,essay-AAAOPP13416000072875_ai_generated_qwen2.5-72b-instruct,2,283
200–400,essay-AAAOPP13416000072875,essay-AAAOPP13416000072875_ai_humanized_tool,3,311
200–400,essay-AAAOPP13416000072875,essay-AAAOPP13416000072875_human_ai_polished_gemini-1.5-pro-002,1,297
200–400,essay-AAAOPP13416000072875,essay-AAAOPP13416000072875_human_written,0,297
200–400,essay-AAAOPP13416000074087,essay-AAAOPP13416000074087_ai_generated_qwen2.5-72b-instruct,2,227
200–400,essay-AAAOPP13416000074087,essay-AAAOPP13416000074087_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,237
200–400,essay-AAAOPP13416000074087,essay-AAAOPP13416000074087_human_ai_polished_gpt-3.5-turbo,1,210
200–400,essay-AAAOPP13416000074087,essay-AAAOPP13416000074087_human_written,0,209
200–400,essay-AAAOPP13416000080950,essay-AAAOPP13416000080950_ai_generated_claude-3-5-sonnet-20241022,2,298
200–400,essay-AAAOPP13416000080950,essay-AAAOPP13416000080950_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-4o-2024-11-20,2,305
200–400,essay-AAAOPP13416000080950,essay-AAAOPP13416000080950_human_ai_polished_gpt-4o-2024-11-20,1,275
200–400,essay-AAAOPP13416000080950,essay-AAAOPP13416000080950_human_written,0,291
200–400,essay-AAAOPP13416000081167,essay-AAAOPP13416000081167_ai_generated_qwen2.5-72b-instruct,2,372
200–400,essay-AAAOPP13416000081167,essay-AAAOPP13416000081167_ai_generated_qwen2.5-72b-instruct_THEN_claude-3-5-sonnet-20241022,2,357
200–400,essay-AAAOPP13416000081167,essay-AAAOPP13416000081167_human_ai_polished_claude-3-5-sonnet-20241022,1,357
200–400,essay-AAAOPP13416000081167,essay-AAAOPP13416000081167_human_written,0,386
200–400,essay-AAAOPP13416000081178,essay-AAAOPP13416000081178_ai_generated_gemini-1.5-pro-002,2,306
200–400,essay-AAAOPP13416000081178,essay-AAAOPP13416000081178_ai_generated_gemini-1.5-pro-002_THEN_gemini-1.5-pro-002,2,315
200–400,essay-AAAOPP13416000081178,essay-AAAOPP13416000081178_human_ai_polished_claude-3-5-sonnet-20241022,1,308
200–400,essay-AAAOPP13416000081178,essay-AAAOPP13416000081178_human_written,0,313
200–400,essay-AAAOPP13416000082830,essay-AAAOPP13416000082830_ai_generated_qwen2.5-72b-instruct,2,302
200–400,essay-AAAOPP13416000082830,essay-AAAOPP13416000082830_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,313
200–400,essay-AAAOPP13416000082830,essay-AAAOPP13416000082830_human_ai_polished_gpt-4o-2024-11-20,1,288
200–400,essay-AAAOPP13416000082830,essay-AAAOPP13416000082830_human_written,0,300
200–400,essay-AAAOPP13416000087267,essay-AAAOPP13416000087267_ai_generated_llama-3.3-70b-instruct,2,236
200–400,essay-AAAOPP13416000087267,essay-AAAOPP13416000087267_ai_humanized_tool,3,299
200–400,essay-AAAOPP13416000087267,essay-AAAOPP13416000087267_human_ai_polished_gpt-3.5-turbo,1,202
200–400,essay-AAAOPP13416000087267,essay-AAAOPP13416000087267_human_written,0,271
200–400,essay-AAAOPP13416000093120,essay-AAAOPP13416000093120_ai_generated_claude-3-5-sonnet-20241022,2,315
200–400,essay-AAAOPP13416000093120,essay-AAAOPP13416000093120_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,357
200–400,essay-AAAOPP13416000093120,essay-AAAOPP13416000093120_human_ai_polished_claude-3-5-sonnet-20241022,1,335
200–400,essay-AAAOPP13416000093120,essay-AAAOPP13416000093120_human_written,0,311
200–400,essay-AAAOPP13416000097001,essay-AAAOPP13416000097001_ai_generated_gpt-4o-2024-11-20,2,283
200–400,essay-AAAOPP13416000097001,essay-AAAOPP13416000097001_ai_humanized_tool,3,341
200–400,essay-AAAOPP13416000097001,essay-AAAOPP13416000097001_human_ai_polished_gpt-4o-2024-11-20,1,275
200–400,essay-AAAOPP13416000097001,essay-AAAOPP13416000097001_human_written,0,278
200–400,essay-AAAOPP13416000099770,essay-AAAOPP13416000099770_ai_generated_qwen2.5-72b-instruct,2,300
200–400,essay-AAAOPP13416000099770,essay-AAAOPP13416000099770_ai_generated_qwen2.5-72b-instruct_THEN_claude-3-5-sonnet-20241022,2,299
200–400,essay-AAAOPP13416000099770,essay-AAAOPP13416000099770_human_ai_polished_gemini-1.5-pro-002,1,311
200–400,essay-AAAOPP13416000099770,essay-AAAOPP13416000099770_human_written,0,297
400–600,essay-AAAOPP13416000101572,essay-AAAOPP13416000101572_ai_generated_llama-3.3-70b-instruct,2,514
400–600,essay-AAAOPP13416000101572,essay-AAAOPP13416000101572_ai_generated_llama-3.3-70b-instruct_THEN_gpt-3.5-turbo,2,491
400–600,essay-AAAOPP13416000101572,essay-AAAOPP13416000101572_human_ai_polished_gpt-4o-2024-11-20,1,494
400–600,essay-AAAOPP13416000101572,essay-AAAOPP13416000101572_human_written,0,517
400–600,essay-AAAOPP13416000101605,essay-AAAOPP13416000101605_ai_generated_claude-3-5-sonnet-20241022,2,418
400–600,essay-AAAOPP13416000101605,essay-AAAOPP13416000101605_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,409
200–400,essay-AAAOPP13416000101605,essay-AAAOPP13416000101605_human_ai_polished_gpt-3.5-turbo,1,334
400–600,essay-AAAOPP13416000101605,essay-AAAOPP13416000101605_human_written,0,417
200–400,essay-AAAOPP13416000102714,essay-AAAOPP13416000102714_ai_generated_qwen2.5-72b-instruct,2,295
200–400,essay-AAAOPP13416000102714,essay-AAAOPP13416000102714_ai_humanized_tool,3,279
200–400,essay-AAAOPP13416000102714,essay-AAAOPP13416000102714_human_ai_polished_claude-3-5-sonnet-20241022,1,292
200–400,essay-AAAOPP13416000102714,essay-AAAOPP13416000102714_human_written,0,296
200–400,essay-AAAOPP13416000105293,essay-AAAOPP13416000105293_ai_generated_claude-3-5-sonnet-20241022,2,341
200–400,essay-AAAOPP13416000105293,essay-AAAOPP13416000105293_ai_generated_claude-3-5-sonnet-20241022_THEN_claude-3-5-sonnet-20241022,2,320
200–400,essay-AAAOPP13416000105293,essay-AAAOPP13416000105293_human_ai_polished_gpt-4o-2024-11-20,1,273
200–400,essay-AAAOPP13416000105293,essay-AAAOPP13416000105293_human_written,0,347
200–400,essay-AAAOPP13416000106997,essay-AAAOPP13416000106997_ai_generated_llama-3.3-70b-instruct,2,237
200–400,essay-AAAOPP13416000106997,essay-AAAOPP13416000106997_ai_generated_llama-3.3-70b-instruct_THEN_claude-3-5-sonnet-20241022,2,246
200–400,essay-AAAOPP13416000106997,essay-AAAOPP13416000106997_human_ai_polished_gemini-1.5-pro-002,1,234
200–400,essay-AAAOPP13416000106997,essay-AAAOPP13416000106997_human_written,0,234
400–600,essay-AAAOPP13416000107277,essay-AAAOPP13416000107277_ai_generated_gemini-1.5-pro-002,2,418
400–600,essay-AAAOPP13416000107277,essay-AAAOPP13416000107277_ai_humanized_tool,3,476
200–400,essay-AAAOPP13416000107277,essay-AAAOPP13416000107277_human_ai_polished_gpt-4o-2024-11-20,1,282
400–600,essay-AAAOPP13416000107277,essay-AAAOPP13416000107277_human_written,0,432
200–400,essay-AAAOPP13416000110077,essay-AAAOPP13416000110077_ai_generated_gemini-1.5-pro-002,2,359
200–400,essay-AAAOPP13416000110077,essay-AAAOPP13416000110077_ai_generated_gemini-1.5-pro-002_THEN_gemini-1.5-pro-002,2,346
200–400,essay-AAAOPP13416000110077,essay-AAAOPP13416000110077_human_ai_polished_gpt-3.5-turbo,1,315
200–400,essay-AAAOPP13416000110077,essay-AAAOPP13416000110077_human_written,0,339
400–600,essay-AAAOPP13416000110786,essay-AAAOPP13416000110786_ai_generated_qwen2.5-72b-instruct,2,554
200–400,essay-AAAOPP13416000110786,essay-AAAOPP13416000110786_ai_generated_qwen2.5-72b-instruct_THEN_gemini-1.5-pro-002,2,339
200–400,essay-AAAOPP13416000110786,essay-AAAOPP13416000110786_human_ai_polished_gpt-4o-2024-11-20,1,284
200–400,essay-AAAOPP13416000110786,essay-AAAOPP13416000110786_human_written,0,301
200–400,essay-AAAOPP13416000110787,essay-AAAOPP13416000110787_ai_generated_gpt-3.5-turbo,2,261
200–400,essay-AAAOPP13416000110787,essay-AAAOPP13416000110787_ai_generated_gpt-3.5-turbo_THEN_gpt-3.5-turbo,2,286
200–400,essay-AAAOPP13416000110787,essay-AAAOPP13416000110787_human_ai_polished_gemini-1.5-pro-002,1,254
200–400,essay-AAAOPP13416000110787,essay-AAAOPP13416000110787_human_written,0,261
200–400,essay-AAAOPP13416000111519,essay-AAAOPP13416000111519_ai_generated_gpt-4o-2024-11-20,2,335
200–400,essay-AAAOPP13416000111519,essay-AAAOPP13416000111519_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,349
400–600,essay-AAAOPP13416000111519,essay-AAAOPP13416000111519_human_ai_polished_gemini-1.5-pro-002,1,427
400–600,essay-AAAOPP13416000111519,essay-AAAOPP13416000111519_human_written,0,421
200–400,essay-AAAOPP13416000111583,essay-AAAOPP13416000111583_ai_generated_gemini-1.5-pro-002,2,275
200–400,essay-AAAOPP13416000111583,essay-AAAOPP13416000111583_ai_generated_gemini-1.5-pro-002_THEN_gpt-4o-2024-11-20,2,267
200–400,essay-AAAOPP13416000111583,essay-AAAOPP13416000111583_human_ai_polished_gemini-1.5-pro-002,1,273
200–400,essay-AAAOPP13416000111583,essay-AAAOPP13416000111583_human_written,0,284
200–400,essay-AAAOPP13416000114757,essay-AAAOPP13416000114757_ai_generated_qwen2.5-72b-instruct,2,381
400–600,essay-AAAOPP13416000114757,essay-AAAOPP13416000114757_ai_generated_qwen2.5-72b-instruct_THEN_gpt-4o-2024-11-20,2,415
200–400,essay-AAAOPP13416000114757,essay-AAAOPP13416000114757_human_ai_polished_gemini-1.5-pro-002,1,386
400–600,essay-AAAOPP13416000114757,essay-AAAOPP13416000114757_human_written,0,415
400–600,essay-AAAOPP13416000116094,essay-AAAOPP13416000116094_ai_generated_gpt-4o-2024-11-20,2,401
400–600,essay-AAAOPP13416000116094,essay-AAAOPP13416000116094_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,475
400–600,essay-AAAOPP13416000116094,essay-AAAOPP13416000116094_human_ai_polished_gemini-1.5-pro-002,1,483
400–600,essay-AAAOPP13416000116094,essay-AAAOPP13416000116094_human_written,0,449
200–400,essay-AAAOPP13416000116265,essay-AAAOPP13416000116265_ai_generated_gemini-1.5-pro-002,2,361
400–600,essay-AAAOPP13416000116265,essay-AAAOPP13416000116265_ai_generated_gemini-1.5-pro-002_THEN_claude-3-5-sonnet-20241022,2,411
200–400,essay-AAAOPP13416000116265,essay-AAAOPP13416000116265_human_ai_polished_gpt-4o-2024-11-20,1,335
200–400,essay-AAAOPP13416000116265,essay-AAAOPP13416000116265_human_written,0,375
0–200,essay-AAAOPP13416000116833,essay-AAAOPP13416000116833_ai_generated_gemini-1.5-pro-002,2,195
200–400,essay-AAAOPP13416000116833,essay-AAAOPP13416000116833_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,215
0–200,essay-AAAOPP13416000116833,essay-AAAOPP13416000116833_human_ai_polished_gemini-1.5-pro-002,1,185
0–200,essay-AAAOPP13416000116833,essay-AAAOPP13416000116833_human_written,0,169
200–400,essay-AAAOPP13416000123986,essay-AAAOPP13416000123986_ai_generated_gpt-4o-2024-11-20,2,246
200–400,essay-AAAOPP13416000123986,essay-AAAOPP13416000123986_ai_generated_gpt-4o-2024-11-20_THEN_claude-3-5-sonnet-20241022,2,229
200–400,essay-AAAOPP13416000123986,essay-AAAOPP13416000123986_human_ai_polished_gpt-3.5-turbo,1,244
200–400,essay-AAAOPP13416000123986,essay-AAAOPP13416000123986_human_written,0,238
200–400,essay-AAAOPP13416000126983,essay-AAAOPP13416000126983_ai_generated_gemini-1.5-pro-002,2,308
200–400,essay-AAAOPP13416000126983,essay-AAAOPP13416000126983_ai_generated_gemini-1.5-pro-002_THEN_gpt-3.5-turbo,2,329
200–400,essay-AAAOPP13416000126983,essay-AAAOPP13416000126983_human_ai_polished_gpt-4o-2024-11-20,1,262
200–400,essay-AAAOPP13416000126983,essay-AAAOPP13416000126983_human_written,0,298
200–400,essay-AAAOPP13416000133999,essay-AAAOPP13416000133999_ai_generated_qwen2.5-72b-instruct,2,221
200–400,essay-AAAOPP13416000133999,essay-AAAOPP13416000133999_ai_generated_qwen2.5-72b-instruct_THEN_gpt-3.5-turbo,2,248
200–400,essay-AAAOPP13416000133999,essay-AAAOPP13416000133999_human_ai_polished_gpt-3.5-turbo,1,221
200–400,essay-AAAOPP13416000133999,essay-AAAOPP13416000133999_human_written,0,230
200–400,essay-AAAOPP13416000134187,essay-AAAOPP13416000134187_ai_generated_gpt-4o-2024-11-20,2,228
200–400,essay-AAAOPP13416000134187,essay-AAAOPP13416000134187_ai_generated_gpt-4o-2024-11-20_THEN_claude-3-5-sonnet-20241022,2,240
200–400,essay-AAAOPP13416000134187,essay-AAAOPP13416000134187_human_ai_polished_gemini-1.5-pro-002,1,230
200–400,essay-AAAOPP13416000134187,essay-AAAOPP13416000134187_human_written,0,236
200–400,essay-AAAOPP13416000140798,essay-AAAOPP13416000140798_ai_generated_gemini-1.5-pro-002,2,333
200–400,essay-AAAOPP13416000140798,essay-AAAOPP13416000140798_ai_generated_gemini-1.5-pro-002_THEN_gpt-4o-2024-11-20,2,346
200–400,essay-AAAOPP13416000140798,essay-AAAOPP13416000140798_human_ai_polished_gemini-1.5-pro-002,1,347
200–400,essay-AAAOPP13416000140798,essay-AAAOPP13416000140798_human_written,0,324
200–400,essay-AAAOPP13416000143977,essay-AAAOPP13416000143977_ai_generated_claude-3-5-sonnet-20241022,2,287
200–400,essay-AAAOPP13416000143977,essay-AAAOPP13416000143977_ai_generated_claude-3-5-sonnet-20241022_THEN_gpt-3.5-turbo,2,315
200–400,essay-AAAOPP13416000143977,essay-AAAOPP13416000143977_human_ai_polished_gemini-1.5-pro-002,1,300
200–400,essay-AAAOPP13416000143977,essay-AAAOPP13416000143977_human_written,0,293
200–400,essay-AAAOPP13416000145278,essay-AAAOPP13416000145278_ai_generated_gpt-3.5-turbo,2,301
200–400,essay-AAAOPP13416000145278,essay-AAAOPP13416000145278_ai_generated_gpt-3.5-turbo_THEN_gpt-4o-2024-11-20,2,352
200–400,essay-AAAOPP13416000145278,essay-AAAOPP13416000145278_human_ai_polished_gpt-4o-2024-11-20,1,327
200–400,essay-AAAOPP13416000145278,essay-AAAOPP13416000145278_human_written,0,326
200–400,essay-AAAOPP13416000146556,essay-AAAOPP13416000146556_ai_generated_gpt-4o-2024-11-20,2,342
400–600,essay-AAAOPP13416000146556,essay-AAAOPP13416000146556_ai_generated_gpt-4o-2024-11-20_THEN_gpt-3.5-turbo,2,452
200–400,essay-AAAOPP13416000146556,essay-AAAOPP13416000146556_human_ai_polished_gemini-1.5-pro-002,1,399
400–600,essay-AAAOPP13416000146556,essay-AAAOPP13416000146556_human_written,0,423
200–400,essay-AAAOPP13416000147276,essay-AAAOPP13416000147276_ai_generated_qwen2.5-72b-instruct,2,355
200–400,essay-AAAOPP13416000147276,essay-AAAOPP13416000147276_ai_humanized_human,3,349
200–400,essay-AAAOPP13416000147276,essay-AAAOPP13416000147276_human_ai_polished_gpt-4o-2024-11-20,1,287
200–400,essay-AAAOPP13416000147276,essay-AAAOPP13416000147276_human_written,0,370
200–400,essay-AAAOPP13416000147611,essay-AAAOPP13416000147611_ai_generated_llama-3.3-70b-instruct,2,296
200–400,essay-AAAOPP13416000147611,essay-AAAOPP13416000147611_ai_generated_llama-3.3-70b-instruct_THEN_gpt-4o-2024-11-20,2,327
200–400,essay-AAAOPP13416000147611,essay-AAAOPP13416000147611_human_ai_polished_gemini-1.5-pro-002,1,316
200–400,essay-AAAOPP13416000147611,essay-AAAOPP13416000147611_human_written,0,338
400–600,essay-AAAOPP13416000148045,essay-AAAOPP13416000148045_ai_generated_qwen2.5-72b-instruct,2,409
400–600,essay-AAAOPP13416000148045,essay-AAAOPP13416000148045_ai_generated_qwen2.5-72b-instruct_THEN_claude-3-5-sonnet-20241022,2,452
400–600,essay-AAAOPP13416000148045,essay-AAAOPP13416000148045_human_ai_polished_claude-3-5-sonnet-20241022,1,401
200–400,essay-AAAOPP13416000148045,essay-AAAOPP13416000148045_human_written,0,342
200–400,essay-AAAOPP13416000148164,essay-AAAOPP13416000148164_ai_generated_gpt-4o-2024-11-20,2,247
200–400,essay-AAAOPP13416000148164,essay-AAAOPP13416000148164_ai_humanized_tool,3,295
200–400,essay-AAAOPP13416000148164,essay-AAAOPP13416000148164_human_ai_polished_gpt-4o-2024-11-20,1,259
200–400,essay-AAAOPP13416000148164,essay-AAAOPP13416000148164_human_written,0,275
200–400,essay-AAAOPP13416000148169,essay-AAAOPP13416000148169_ai_generated_gpt-3.5-turbo,2,262
200–400,essay-AAAOPP13416000148169,essay-AAAOPP13416000148169_ai_generated_gpt-3.5-turbo_THEN_claude-3-5-sonnet-20241022,2,255
200–400,essay-AAAOPP13416000148169,essay-AAAOPP13416000148169_human_ai_polished_gemini-1.5-pro-002,1,257
200–400,essay-AAAOPP13416000148169,essay-AAAOPP13416000148169_human_written,0,266
400–600,essay-AAAOPP13416000148238,essay-AAAOPP13416000148238_ai_generated_llama-3.3-70b-instruct,2,481
400–600,essay-AAAOPP13416000148238,essay-AAAOPP13416000148238_ai_humanized_tool,3,519
200–400,essay-AAAOPP13416000148238,essay-AAAOPP13416000148238_human_ai_polished_gpt-3.5-turbo,1,398
400–600,essay-AAAOPP13416000148238,essay-AAAOPP13416000148238_human_written,0,504
200–400,essay-AAAOPP13416000154824,essay-AAAOPP13416000154824_ai_generated_gpt-4o-2024-11-20,2,297
200–400,essay-AAAOPP13416000154824,essay-AAAOPP13416000154824_ai_generated_gpt-4o-2024-11-20_THEN_gemini-1.5-pro-002,2,328
200–400,essay-AAAOPP13416000154824,essay-AAAOPP13416000154824_human_ai_polished_claude-3-5-sonnet-20241022,1,304
200–400,essay-AAAOPP13416000154824,essay-AAAOPP13416000154824_human_written,0,239
400–600,essay-AAAOPP13416000174796,essay-AAAOPP13416000174796_ai_generated_gpt-3.5-turbo,2,428
